id,description,en
flags.builtin.correction-requested.label,Label for flag,Correction requested
flags.builtin.incomplete.label,Label for flag,Incomplete
flags.builtin.pending-certification.label,Label for flag,Pending certification
flags.builtin.potential-duplicate.label,Label for flag,Potential duplicate
flags.builtin.rejected.label,Label for flag,Rejected
form.birth.child.title,Form section title for Child,Child's details
form.customField.label.numberOfDependants,,No. of dependants
form.customField.label.reasonForLateRegistrationBirth,,Reason for delayed registration
form.customField.label.reasonForLateRegistrationDeath,,Reason for late registration
form.field.dateRangepicker.checkbox.dateLabel,,{rangeStart} to {rangeEnd}
form.field.helpertext.nid,Helper text for nid input field,The National ID can only be numeric and must be 10 digits long
form.field.hideLabel,Button to hide section,Hide
form.field.label.NID,,NID
form.field.label.No,Label for form field radio option No,No
form.field.label.Yes,Label for form field radio option Yes,Yes
form.field.label.addFile,,Upload
form.field.label.addressLine2,,Area / Ward / Mouja / Village
form.field.label.ageOfBride,,Age of bride
form.field.label.ageOfDeceased,,Age of deceased
form.field.label.ageOfFather,,Age of father
form.field.label.ageOfGroom,,Age of groom
form.field.label.ageOfInformant,,Age of informant
form.field.label.ageOfMother,,Age of mother
form.field.label.ageOfSpouse,,Age of spouse
form.field.label.app.certifyRecordTo.bride,,Print and issue to bride
form.field.label.app.certifyRecordTo.father,,Print and issue to father
form.field.label.app.certifyRecordTo.groom,,Print and issue to groom
form.field.label.app.certifyRecordTo.informant,,"Print and issue to informant ({informant, select, MOTHER {Mother} FATHER {Father} GRANDFATHER {Grandfather} GRANDMOTHER {Grandmother} BROTHER {Brother} SISTER {Sister} LEGAL_GUARDIAN {Legal guardian} BRIDE {Bride} GROOM {Groom} HEAD_OF_GROOM_FAMILY {Head of groom's family} HEAD_OF_BRIDE_FAMILY {Head of bride's family} SPOUSE {Spouse} SON {Son} DAUGHTER {Daughter} SON_IN_LAW {Son in law} DAUGHTER_IN_LAW {Daughter in law} GRANDSON {Grandson} GRANDDAUGHTER {Granddaughter} other {{informant}}})"
form.field.label.app.certifyRecordTo.mother,,Print and issue to mother
form.field.label.app.whoContDet.app,,Informant
form.field.label.app.whoContDet.father,,Father
form.field.label.app.whoContDet.mother,,Mother
form.field.label.assignedResponsibilityProof,,Proof of assigned responsibility
form.field.label.attBirthOtherParaPers,,Other paramedical personnel
form.field.label.attendantAtBirth,,Attendant at birth
form.field.label.attendantAtBirthLayperson,Label for layperson attendant,Layperson
form.field.label.attendantAtBirthMidwife,Label for midwife attendant,Midwife
form.field.label.attendantAtBirthNone,Label for no attendant,None
form.field.label.attendantAtBirthNurse,Label for nurse attendant,Nurse
form.field.label.attendantAtBirthOtherParamedicalPersonnel,Label for other paramedical personnel,Other paramedical personnel
form.field.label.attendantAtBirthPhysician,Label for physician attendant,Physician
form.field.label.attendantAtBirthTraditionalBirthAttendant,Label for traditional birth attendant,Traditional birth attendant
form.field.label.birthLocation,,Hospital / Clinic
form.field.label.birthType,,Type of birth
form.field.label.birthTypeHigherMultipleDelivery,Label for higher multiple delivery birth,Higher multiple delivery
form.field.label.birthTypeQuadruplet,Label for quadruplet birth,Quadruplet
form.field.label.birthTypeSingle,Label for single birth,Single
form.field.label.birthTypeTriplet,Label for triplet birth,Triplet
form.field.label.birthTypeTwin,Label for twin birth,Twin
form.field.label.causeOfDeathEstablished,,Cause of death has been established
form.field.label.causeOfDeathMethod,,Source of cause of death
form.field.label.causeOfDeathProof,,Proof of cause of death
form.field.label.certificatePrintInAdvance,,Print in advance
form.field.label.cityUrbanOption,Label for City,Town
form.field.label.confirm,,Yes
form.field.label.country,,Country
form.field.label.creatingNewUser,,Creating new user
form.field.label.dateOfBirth,,Date of birth
form.field.label.dateOfMarriage,,Date of marriage
form.field.label.deathDescription,,Description
form.field.label.deceasedDeathProof,,Proof of death of deceased
form.field.label.deceasedDocumentParagraph,,The following documents are required
form.field.label.deceasedIDProof,,Proof of deceased's ID
form.field.label.deceasedPrimaryAddress,,Usual place of residence
form.field.label.deceasedSecondaryAddress,,Secondary Address
form.field.label.deny,,No
form.field.label.district,Label for District,District
form.field.label.docTypeBirthCert,,Birth certificate
form.field.label.docTypeChildBirthProof,,Notification of birth
form.field.label.docTypeCopyOfBurialReceipt,,Certified copy of burial receipt
form.field.label.docTypeCoronersReport,,Coroner's report
form.field.label.docTypeHospitalDeathCertificate,,Hospital certificate of death
form.field.label.docTypeLetterOfDeath,,Attested letter of death
form.field.label.docTypeMarriageNotice,,Notice of marriage
form.field.label.docTypeNID,,National ID
form.field.label.docTypeOther,,Other
form.field.label.docTypePassport,,Passport
form.field.label.docTypePoliceCertificate,,Police certificate of death
form.field.label.educationAttainment,,Level of education
form.field.label.educationAttainmentISCED1,Option for form field: ISCED1 education,Primary
form.field.label.educationAttainmentISCED4,Option for form field: ISCED4 education,Secondary
form.field.label.educationAttainmentISCED5,Option for form field: ISCED5 education,Tertiary
form.field.label.educationAttainmentNone,Option for form field: no education,No schooling
form.field.label.email,,Email
form.field.label.empty,empty string,
form.field.label.exactDateOfBirthUnknown,,Exact date of birth unknown
form.field.label.familyName,,Last name
form.field.label.fathersDetailsExist,,Father's details are not available
form.field.label.fileSizeError,,File size must be less than 2MB
form.field.label.fileUploadError,,{type} supported image only
form.field.label.firstName,,First name(s)
form.field.label.firstNames,,First name(s)
form.field.label.fullHonorificName,,Full Honorific Name
form.field.label.healthInstitution,Select item for Health Institution,Health Institution
form.field.label.iD,,ID Number
form.field.label.iDType,,Type of ID
form.field.label.iDTypeAlienNumber,,Alien Number
form.field.label.iDTypeBRN,Option for form field: Type of ID,Birth Registration Number
form.field.label.iDTypeDRN,,Death Registration Number
form.field.label.iDTypeDrivingLicense,,Drivers License
form.field.label.iDTypeNationalID,Option for form field: Type of ID,National ID
form.field.label.iDTypeNoID,,No ID available
form.field.label.iDTypeNone,Option for form field: Type of ID,None
form.field.label.iDTypeOther,,Other
form.field.label.iDTypeOtherLabel,,Other type of ID
form.field.label.iDTypePassport,Option for form field: Type of ID,Passport
form.field.label.iDTypeRefugeeNumber,,Refugee Number
form.field.label.informant,Informant Label,Informant
form.field.label.informantPrimaryAddress,,Usual place of residence
form.field.label.informantRelation.bride,Label for option bride,Bride
form.field.label.informantRelation.brother,Label for option brother,Brother
form.field.label.informantRelation.contactPoint,,Contact Point
form.field.label.informantRelation.daughter,Label for option Daughter,Daughter
form.field.label.informantRelation.daughterInLaw,Label for option Daughter in law,Daughter in law
form.field.label.informantRelation.extendedFamily,Label for option Extended Family,Extended Family
form.field.label.informantRelation.father,Label for option father,Father
form.field.label.informantRelation.granddaughter,Label for option Granddaughter,Granddaughter
form.field.label.informantRelation.grandfather,Label for option Grandfather,Grandfather
form.field.label.informantRelation.grandmother,Label for option Grandmother,Grandmother
form.field.label.informantRelation.grandson,Label for option Grandson,Grandson
form.field.label.informantRelation.groom,Label for option groom,Groom
form.field.label.informantRelation.groomAndBride,Label for option Groom & Bride,Groom & Bride
form.field.label.informantRelation.legalGuardian,Label for option Legal Guardian,Legal guardian
form.field.label.informantRelation.mother,Label for option mother,Mother
form.field.label.informantRelation.others,Label for option someone else,Someone else
form.field.label.informantRelation.sister,Label for option Sister,Sister
form.field.label.informantRelation.son,Label for option Son,Son
form.field.label.informantRelation.sonInLaw,Label for option Son in law,Son in law
form.field.label.informantRelation.spouse,Label for option Spouse,Spouse
form.field.label.informantRelation.whoIsBirthInformant,Label for option birth informant,Who is informant
form.field.label.informantRelation.whoIsDeathInformant,Label for option death informant,Who is informant
form.field.label.informantSecondaryAddress,,Secondary Address
form.field.label.informantTitle,,Informant's details
form.field.label.informantsRelationWithChild,,Relationship to child
form.field.label.informantsRelationWithDeceased,,Relationship to deceased
form.field.label.internationalAddressLine1,,Address Line 1
form.field.label.internationalAddressLine2,,Address Line 2
form.field.label.internationalAddressLine3,,Address Line 3
form.field.label.internationalCity,,City / Town
form.field.label.internationalDistrict,,District
form.field.label.internationalPostcode,,Postcode / Zip
form.field.label.internationalState,,State
form.field.label.lastName,,Last name
form.field.label.lastNameAtBirth,,Last name at birth (if different from above)
form.field.label.layReported,,Lay reported
form.field.label.legalGuardianProof,,Proof of legal guardianship
form.field.label.locationLevel3,Label for locationLevel3,Location Level 3
form.field.label.locationLevel4,Label for locationLevel4,Location Level 4
form.field.label.locationLevel5,Label for locationLevel5,Location Level 5
form.field.label.mannerOfDeath,,Manner of death
form.field.label.mannerOfDeathAccident,,Accident
form.field.label.mannerOfDeathHomicide,,Homicide
form.field.label.mannerOfDeathNatural,,Natural causes
form.field.label.mannerOfDeathSuicide,,Suicide
form.field.label.mannerOfDeathUndetermined,,Manner undetermined
form.field.label.maritalStatus,,Marital status
form.field.label.maritalStatusDivorced,Option for form field: Marital status,Divorced
form.field.label.maritalStatusMarried,Option for form field: Marital status,Married
form.field.label.maritalStatusNotStated,Option for form field: Marital status,Not stated
form.field.label.maritalStatusSeparated,Option for form field: Marital status,Separated
form.field.label.maritalStatusSingle,Option for form field: Marital status,Single
form.field.label.maritalStatusWidowed,Option for form field: Marital status,Widowed
form.field.label.marriedLastName,,Married last name (if different)
form.field.label.medicallyCertified,,Medically Certified Cause of Death
form.field.label.middleName,,Middle name
form.field.label.monogamy,,Monogamous
form.field.label.mothersDetailsExist,,Mother's details are not available
form.field.label.multipleBirth,,No. of previous births
form.field.label.nationality,,Nationality
form.field.label.occupation,,Occupation
form.field.label.optionalLabel,,Optional
form.field.label.otherBirthSupportingDocuments,,Other
form.field.label.otherInstitution,Select item for Other location,Other
form.field.label.otherOption,,Other
form.field.label.phoneNumber,,Phone number
form.field.label.physician,,Physician
form.field.label.placeOfBirth,,Location
form.field.label.placeOfBirthPreview,,Place of delivery
form.field.label.placeOfDeath,,Place of death
form.field.label.placeOfDeathSameAsPrimary,,Deceased's usual place of residence
form.field.label.placeOfMarriage,,Place of marriage
form.field.label.polygamy,,Polygamous
form.field.label.primaryAddress,,Usual place of residence
form.field.label.primaryAddressSameAsDeceasedsPrimary,,Same as deceased's usual place of residence?
form.field.label.primaryAddressSameAsOtherPrimary,,Same as mother's usual place of residence?
form.field.label.privateHome,Select item for Private Home,Residential address
form.field.label.proofOfBirth,,Proof of birth
form.field.label.proofOfBridesID,,Proof of bride's identity
form.field.label.proofOfFathersID,,Proof of father's ID
form.field.label.proofOfGroomsID,,Proof of groom's identity
form.field.label.proofOfInformantsID,,Proof of informant's ID
form.field.label.proofOfMarriageNotice,,Notice of intention to marriage
form.field.label.proofOfMothersID,,Proof of mother's ID
form.field.label.reasonNotApplying,,Reason
form.field.label.registrationName,,Registration Name
form.field.label.registrationOffice,,Registration Office
form.field.label.relationOtherFamilyMember,Label for other family member relation,Other family member
form.field.label.relationSomeoneElse,,Someone else
form.field.label.relationshipPlaceHolder,,eg. Grandmother
form.field.label.relationshipToSpouses,,Relationship to spouses
form.field.label.rural,,Rural
form.field.label.secondaryAddress,,Secondary address
form.field.label.self,The title that appears when selecting self as informant,Self
form.field.label.sex,,Sex
form.field.label.sexFemale,Label for option female,Female
form.field.label.sexMale,Label for option male,Male
form.field.label.sexUnknown,Label for option unknown,Unknown
form.field.label.someoneElse,Other Label,Someone else
form.field.label.someoneElseCollector,,Print and issue to someone else
form.field.label.spouseDetailsExist,,Spouse's details are not available
form.field.label.state,Label for State,Province
form.field.label.typeOfId,,Type of ID
form.field.label.typeOfMarriage,,Type of marriage
form.field.label.updatingUser,,Updating user
form.field.label.uploadDocForMother,,Mother
form.field.label.uploadFile,,Upload
form.field.label.urban,,Urban
form.field.label.userAttachmentSection,,Signature
form.field.label.userDevice,,Device
form.field.label.userFirstName,,User's first name
form.field.label.userSignatureAttachment,,User's signature
form.field.label.userSignatureAttachmentDesc,,Ask the user to sign a piece of paper and then scan or take a photo
form.field.label.userSignatureAttachmentTitle,,Upload signature
form.field.label.userSurname,,User's surname
form.field.label.verbalAutopsy,,Verbal autopsy
form.field.label.verbalAutopsyReport,,Verbal autopsy report
form.field.label.weightAtBirth,,Weight at birth
form.field.nidNotVerified,,Authenticate
form.field.nidNotVerifiedReviewSection,,Unauthenticated
form.field.nidVerificationOngoing,Label for indicating offline status for the user. NID verification is not currently available offline.,National ID authentication is currently not available offline.
form.field.nidVerified,,Authenticated
form.field.previewGroups.primaryAddress,,Usual place of residence
form.field.previewGroups.secondaryAddress,,Secondary address
form.field.select.placeholder,,Select
form.field.showLabel,Button to show section,Show
form.field.tooltip.tooltipNationalID,,The National ID can only be numeric and must be 10 digits long
form.preview.group.label.english.name,,Full name
form.preview.group.label.father.english.name,,Full name
form.preview.group.label.informant.english.name,,Full name
form.preview.group.label.mother.english.name,,Full name
form.preview.group.label.spouse.english.name,,Full name
form.preview.group.label.witness.one.english.name,,Witness One English name
form.preview.group.label.witness.two.english.name,,Witness Two English name
form.review.label.mainContact,,Main contact
form.section.accountDetails,,Account details
form.section.assignedRegistrationOffice,,Assign to a registration office
form.section.assignedRegistrationOfficeGroupTitle,,Assigned registration office
form.section.bride.headOfBrideFamily,,Head of bride's family
form.section.bride.name,,Bride
form.section.bride.title,,Bride's details
form.section.child.name,,Child
form.section.child.title,,Child's details
form.section.deathEvent.date,,Date of death
form.section.deathEvent.name,,Death event details
form.section.deathEvent.title,,Event details
form.section.deceased.name,,Deceased
form.section.deceased.relationship,,Relationship to deceased
form.section.deceased.spouse.title,,Spouse details
form.section.deceased.title,,Deceased's details
form.section.declaration.name,,Declaration
form.section.declaration.title,,Declaration details
form.section.documents.birth.requirements,,The following documents are required
form.section.documents.name,,Documents
form.section.documents.title,Form section title for documents,Upload supporting documents
form.section.father.name,,Father
form.section.father.title,Form section title for fathers details,Father's details
form.section.groom.headOfGroomFamily,,Head of groom's family
form.section.groom.name,,Groom
form.section.groom.title,,Groom's details
form.section.informant.name,,Informant
form.section.informant.title,Form section title for informants details,Informant's details
form.section.information.birth.bullet1,Form information for birth,I am going to help you make a declaration of birth.
form.section.information.birth.bullet2,Form information for birth,As the legal Informant it is important that all the information provided by you is accurate.
form.section.information.birth.bullet3,,Once the declaration is processed you will receive an email to tell you when to visit the office to collect the certificate - Take your ID with you.
form.section.information.birth.bullet3.sms,Form information for birth,Once the declaration is processed you will receive an SMS to tell you when to visit the office to collect the certificate - Take your ID with you.
form.section.information.birth.bullet4,Form information for birth,"Make sure you collect the certificate. A birth certificate is critical for this child, especially to make their life easy later on. It will help to access health services, school examinations and government benefits."
form.section.information.birth.bulletList.label,Label for the birth information bullet list,Birth Information
form.section.information.death.bullet1,,I am going to help you make a declaration of death.
form.section.information.death.bullet2,,As the legal Informant it is important that all the information provided by you is accurate.
form.section.information.death.bullet3,,Once the declaration is processed you will receive an email to tell you when to visit the office to collect the certificate - Take your ID with you.
form.section.information.death.bullet4,,Make sure you collect the certificate. A death certificate is critical to support with inheritance claims and to resolve the affairs of the deceased e.g. closing bank accounts and setting loans.
form.section.information.name,,Information
form.section.label.timePeriodLast30Days,Label for option of time period select: last 30 days,Last 30 days
form.section.label.timePeriodLast7Days,Label for option of time period select: last 7 days,Last 7 days
form.section.label.timePeriodLast90Days,Label for option of time period select: last 90 days,Last 90 days
form.section.label.timePeriodLastYear,Label for option of time period select: last year,Last year
form.section.marriageEvent.date,,Date of marriage
form.section.marriageEvent.name,,Marriage event details
form.section.marriageEvent.title,,Marriage details
form.section.mother.name,,Mother
form.section.mother.title,Form section title for mothers details,Mother's details
form.section.user.preview.title,,Confirm details
form.section.user.title,,Create new user
form.section.userDetails,,User details
form.section.witnessOne.name,Form section name for Witness one,Witness 1
form.section.witnessOne.title,,Witness 1 details
form.section.witnessTwo.name,Form section name for Witness two,Witness 2
form.section.witnessTwo.title,,Witness 2 details
home.header.advancedSearch,Search menu advanced search type,Advanced Search
home.header.email,Search email type,Email
home.header.helpTitle,Help title,Help
home.header.localSystemAdmin,The description for Sysadmin role,Local System Admin
home.header.nationalId,Search menu national ID type,National ID
home.header.placeHolderBrnDrn,Search menu brn drn place holder,Search for a BRN/DRN
home.header.placeHolderEmail,Search menu email place holder,Search for an email.
home.header.placeHolderId,,Search for an ID
home.header.placeHolderNationalId,Search menu national ID place holder,Search for a national ID.
home.header.placeHolderPhone,Search menu phone no place holder,Search for a phone no.
home.header.placeHolderTrackingId,Search menu tracking id place holder,Search for a tracking ID
home.header.placeholderName,Search menu name placeholder,Search for a name
home.header.searchTool.placeholder,Search tool placeholder,Search for a tracking ID
home.header.settingsTitle,settings title,Settings
home.header.systemTitle,System title,System
home.header.teamTitle,Team title,Team
home.header.typeName,Search menu name type,Name
home.header.typePhone,Search menu phone no type,Phone no.
home.header.typeRN,Search menu brn drn type,Registration no.
imageUploadOption.upload.documentType,Show error message if the document type is not selected,Please select the type of document first
imageUploadOption.upload.error,Show error messages while uploading,File format not supported. Please upload a .png or .jpg (max {maxSize}mb)
imageUploadOption.upload.imageFormat,Show error message if the selected image type is not supported,File format not supported. Please upload a .png or .jpg (max {maxSize}mb)
imageUploadOption.upload.overSized,Error message for Attachment size greater than defined max size.,File is too large. Please upload a file less than {maxSize}mb
informant.name,Informant section name,Informant
informant.title,Informant section title,Informant type
integrations.activate,Label for activate option,Activate
integrations.activate.client,Label for activate client option,Activate client?
integrations.activate.status,Label for activate client,Client activated
integrations.activatetext,This will activate the client,This will activate the client
integrations.active,Label for active integration,Active
integrations.birth,Label for birth,Birth
integrations.childDetails,Label for child details,Child's details
integrations.childDetailsNoPII,Label for child details no PII,Childs Details (No PII)
integrations.client.type,Label for type of client,Type
integrations.clientId,Label for client Id,Client ID
integrations.clientSecret,Label for client secret,Client secret
integrations.copy,Label for the text Copy,Copy
integrations.createClient,Label for the button creating client,Create client
integrations.deactivate,Label for deactivate option,Deactivate
integrations.deactivate.client,Label for deactivate client option,Deactivate client?
integrations.deactivate.status,Label for deactivate client,Client deactivated
integrations.deactivatetext,This will deactivate the client,This will deactivate the client
integrations.death,Label for death,Death
integrations.deathEventDetails,Label for death event details,Death event details
integrations.deceasedDetails,Label for Deceased details,Deceased's details
integrations.delete,Label for delete option,Delete
integrations.deleteSystemMsg,Label for system deletion success message,System has been deleted successfully
integrations.deleteSystemText,Label for system delete description,This will delete the system
integrations.disable,Label for disable option,Disable
integrations.documentDetails,Label for document details,Document details
integrations.enable,Label for enable option,Enable
integrations.error,Label for error option,Something went wrong
integrations.eventNotificationDescription,Label for  health notification description,"An event notification client (eg. hospital) can send a partial notification or a full declaration of a birth or death in the HL7 FHIR standard to OpenCRVS for processing. For more information, visit:"
integrations.fatherDetails,Label for fathers details,Father's details
integrations.fatherDetailsNoPII,Label for fathers details no PII,Fathers Details (No PII)
integrations.inactive,Label for inactive integration,Inactive
integrations.informantDetails,Label for informant details,Informant's details
integrations.informantDetailsNoPII,Label for informant details no PII,Informant Details (No PII)
integrations.integratingSystemType,Label for integrating system type,System
integrations.integratingSystemTypeAlertMosip,Label for alert when selecting MOSIP type,"When ""MOSIP"" National ID type is enabled, all forms require MOSIP E-Signet authentication. The MOSIP Token Seeder and OpenCRVS webhook compatible MOSIP Mediator must be installed. For more information, visit:"
integrations.integratingSystemTypeAlertOther,Label for alert when selecting other type,"When ""Other"" National ID is enabled, the default OpenCRVS National ID webhook mediator must be installed. For more information, visit:"
integrations.integratingSystemTypeMosip,"Integrating system type option ""MOSIP"",""MOSIP",MOSIP
integrations.integratingSystemTypeOther,"Integrating system type option ""Other"",""Other",Autres
integrations.label,Label,Label
integrations.loading,Label for loading option,Loading
integrations.motherDetails,Label for mothers details,Mother's details
integrations.motherDetailsNoPII,Label for mothers details no PII,Mothers Details (No PII)
integrations.name,Label for name input,Name
integrations.nationalIDName,Label for name input for National ID,Name
integrations.newIntegrationDescription,Description to help user fill name and type of a new integration client,Add a unique name and select the type of client you would like to create
integrations.pageIntroduction,Label for the text integration page intorduction,"For each new client that needs to integrate with OpenCRVS you can create unique client IDs. A number of integration use cases are currently supported, based on both API and webhook technologies."
integrations.pageTitle,Title for integrations page,Integrations
integrations.recordSearchDescription,Label for  record search description,"A Record search client can perform an advanced search on OpenCRVS data. For more information, visit:"
integrations.registrationDetailsnNoPII,Label for registration details no PII,Registration Details (No PII)
integrations.revealKeys,Label for reveal keys option,Reveal Keys
integrations.shaSecret,Label for SHA secret,SHA secret
integrations.type.eventNotification,Label for event notification,Event notification
integrations.type.healthSystem,Label for health system type,Health integration
integrations.type.import,Label for import type system,Import
integrations.type.importExport,Label for import export type system,Import/Export
integrations.type.nationalId,Label for national id,National id
integrations.type.recordSearch,Label for record search,Record search
integrations.type.webhook,Label for web hook,Webhook
integrations.uniqueKeyDescription,Label for the unique key description,These unique keys will be required by the client integrating...
integrations.updatePermissionsMsg,Label for update permissions message,Permissions update successfully
integrations.webhook.PII,Label for PII,Include PII data
integrations.webhookDescription,label for webhook client,"A Webhook client can subscribe to be notified upon a birth or death registration following W3C WebSub standards. For more information, visit:"
integrations.webhookPermissionsDescription,Webhook description above permissions,Select the data you wish to be contained within the webhook payload
loading.records,Loading indicator while fetching records,Loading records...
messages.emptyString,Empty string,
misc.confirmPinTitle,The title displayed while creating a PIN,Confirm PIN
misc.createDescription,The description displayed while creating a PIN,Choose a PIN that doesn't have 4 repeating digits or sequential numbers
misc.createTitle,The title displayed while creating a PIN,Create a PIN
misc.description.Complete,Description for review action component when complete declaration,The informant will receive an email with a registration number that they can use to collect their certificate.
misc.description.inComplete,,Please add mandatory information before sending for approval.
misc.newPass.header,New Password header,Choose a new password
misc.newPass.instruction,New Password instruction,"Create a unique password - one that you don't use for other websites or applications. A secure and easy to remember passphrase could include three random words, while avoiding the use of personal info."
misc.notif.declarationsSynced,The message that appears in notification when background sync takes place,"As you have connectivity, we can synchronize your declarations."
misc.notif.draftsSaved,The message that appears in notification when save drafts button is clicked,Your draft has been saved
misc.notif.duplicateRecord,Label for when a duplicate record is detected when registering a record.,{trackingId} is a potential duplicate. Record is ready for review.
misc.notif.emailAllUsersError,Label for Email all users error toast,Only one email can be sent per day
misc.notif.emailAllUsersSuccess,Label for Email all users success toast,Email sent to all users
misc.notif.offlineError,The message that appears in notification when a new user creation fails in offline mode,Offline. Try again when reconnected
misc.notif.onlineUserStatus,Label for online user status toast notification,You are back online
misc.notif.outboxText,Declaration outbox text,Outbox ({num})
misc.notif.processingText,Declaration processing text,{num} declaration processing...
misc.notif.sorryError,The message that appears in notification when a new user creation fails,Sorry! Something went wrong
misc.notif.unassign,Label for unassigned toast notification,You were unassigned from {trackingId}
misc.notif.updatePINSuccess,Label for update PIN success notification toast,Your pin has been successfully updated
misc.notif.userAuditSuccess,Label for user audit success notification,"{name} was {action, select, DEACTIVATE {deactivated} REACTIVATE {reactivated} other{deactivated}}"
misc.notif.userFormSuccess,The message that appears in notification when a new user is created,New user created
misc.notif.userFormUpdateSuccess,The message that appears in notification when user details have been updated,User details have been updated
misc.pinMatchError,The error displayed if PINs don't match,PIN code did not match. Please try again.
misc.pinSameDigitsError,The error displayed if PIN contains 4 same digits.,PIN cannot have same 4 digits
misc.pinSeqDigitsError,The error displayed if PIN contains sequential digits.,PIN cannot contain sequential digits
misc.reEnterDescription,,Let's make sure we collected your PIN correctly
misc.reEnterTitle,The title displayed while creating a PIN,Re-enter your PIN
misc.session.expired,SessionExpire modal confirmation text,Your session has expired. Please login again.
misc.title.declarationStatus,Title for review action component,Send for approval
modal.approveCorrection,The title for approve correction modal,Approve correction?
modal.rejectCorrection,The title for reject correction modal,Reject correction?
navigation.CREATED,In progress label in navigation,In progress
navigation.DECLARED,Ready for review label in navigation,Ready for coding
navigation.REGISTERED,Ready to print label in navigation,Ready to print
navigation.analytic,Analytic Group,Analytics
navigation.application,Application label in navigation,Application
navigation.approvals,Sent for approval label in navigation,Sent for approval
navigation.certificate,Certificates label in navigation,Certificates
navigation.communications,Communications label in navigation,Communications
navigation.completenessRates,Completeness rates in navigation,Completeness rates
navigation.config,Config label in navigation,Configuration
navigation.dashboard,Dashboard Section,Dashboard
navigation.declarationForms,Declaration forms label in navigation,Declaration forms
navigation.emailAllUsers,Email all users label in navigation,Email all users
navigation.informantNotification,Informant notifications label in navigation,Informant notifications
navigation.integration,Integration forms label in navigation,Integrations
navigation.myDrafts,My drafts label in navigation,My drafts
navigation.organisation,Organisations label in navigation,Organisation
navigation.outbox,Label for navigation item outbox,Outbox
navigation.performance,Performance label in navigation,Performance
navigation.performanceStatistics,Statistics Dashboard Section,Statistics
navigation.print,Ready to print label in navigation,Ready to print
navigation.progress,In progress label in navigation,In progress
navigation.readyForReview,Ready for review label in navigation,Ready for review
navigation.readyToIssue,Ready to issue label in navigation,Ready to issue
navigation.report,Report Dashboard Section,Report
navigation.reports,Reports label in navigation,Vital statistics
navigation.requiresUpdate,Requires update label for registrar in navigation,Requires updates
navigation.sentForReview,Sent for review label in navigation,Sent for review
navigation.team,Team label in navigation,Team
navigation.userroles,User roles label in navigation,User roles
navigation.waitingValidation,Waiting for validation label in navigation,In external validation
number.twelve,Minimum length password,12
password.cases,Password validation,At least one upper and lower case character
password.label.confirm,Confirm password label,Confirm password
password.label.current,Current password label,Current password
password.label.new,New password label,New password
password.match,Password validation,Passwords match
password.minLength,Password validation,{min} characters minimum
password.mismatch,Password validation,Passwords do not match
password.number,Password validation,At least one number
password.validation.msg,Password validation message,Password must have:
performance.appSrc.labels.fieldAgents,Label for field agents in application sources,Field agents
performance.appSrc.labels.hospitalApplications,Label for hospital applications,Health system (integration)
performance.appSrc.labels.nationalRegistrars,Label for national registrars in application sources,National registrars
performance.appSrc.labels.registrars,Label for registrars in application sources,Registrars
performance.appSrc.labels.registrationAgents,Label for registration agents in application sources,Registration agents
performance.completenessTable.completenessRate,Title for Completeness rate column in the table,Completeness {lineBreak}rate
performance.fieldAgents.col.avgCompTime,Column header for avg declaration completion time in field agent list,Avg. time to send{linebreak}complete declaration
performance.fieldAgents.col.totInProg,Column header for total inprogress declaration sent in field agent list,Sent{linebreak}incomplete
performance.fieldAgents.col.totRej,Column header for total rejected declarations in field agent list,Rejected
performance.fieldAgents.columnHeader.name,Column header for field agent,Field Agents ({totalAgents})
performance.fieldAgents.columnHeader.office,Column header for office in field agent list,Office
performance.fieldAgents.columnHeader.role,Column header for role in field agent list,Role
performance.fieldAgents.columnHeader.startMonth,Column header for start of month in field agent list,Start month
performance.fieldAgents.columnHeader.totalSent,Column header for total declaration sent in field agent list,Declarations{linebreak}sent
performance.fieldAgents.columnHeader.type,Column header for type in field agent list,Type
performance.fieldAgents.noResult,Text for no field agent found,No users found
performance.fieldAgents.options.event.births,Label for birth event option,Births
performance.fieldAgents.options.event.both,Label for both event option,Births and deaths
performance.fieldAgents.options.event.deaths,Label for death event option,Deaths
performance.fieldAgents.options.status.active,Label for active status option,Active
performance.fieldAgents.options.status.deactive,Label for deactive status option,Deactive
performance.fieldAgents.options.status.pending,Label for pending status option,Pending
performance.fieldAgents.showMore,Label for show more link,Show next {pageSize}
performance.fieldAgents.title,Header title for field agent list page,Field agents
performance.header.sysadmin.home,Header for system admin performance home page,Search for an administrative area or office
performance.labels.certificationRate,,Certification rate
performance.operational.workflowStatus.header,Header title for work flow status page,Current declarations in workflow
performance.ops.statCount.desc,Description of the status wise declaration count view,"Current status of {event, select, BIRTH{birth} DEATH{death} other{birth}} records being processed."
performance.payments.label.certificationFee,Label for certification fee,Certification fee
performance.payments.label.correctionFee,Label for correction fee,Correction fees
performance.regRates.column.location,Title for location column on estimation table,Locations
performance.regRates.select.item.byLocation,Label for select option By location,By locations
performance.regRates.select.item.byRegistrar,Label for select option By Registrar,By Registrars
performance.regRates.select.item.overTime,Label for select option Over time,Over time
performance.registrarsToCitizen,Title for Registrars to citizens,Registrars to citizens
performance.registrarsToCitizenValue,Value for Registrars to citizens,1 to {citizen}
performance.registrationByStatus.header,Title for Registration by status,Registration by status
performance.registrationsListTable.locationColumn,Title for location column in the table,Location
