code;label;terminal;underlyingCauseUse;usCreated;nonCreatedCode
B219;HIV disease resulting in unspecified malignant neoplasm;1;1;0;
B22;Human immunodeficiency virus [HIV] disease resulting in other specified diseases;0;0;0;
B220;HIV disease resulting in encephalopathy;1;1;0;
B221;HIV disease resulting in lymphoid interstitial pneumonitis;1;1;0;
B222;HIV disease resulting in wasting syndrome;1;1;0;
B227;HIV disease resulting in multiple diseases classified elsewhere;1;1;0;
B23;Human immunodeficiency virus [HIV] disease resulting in other conditions;0;0;0;
B230;Acute HIV infection syndrome;1;1;0;
B231;HIV disease resulting in (persistent) generalized lymphadenopathy;1;1;0;
B232;HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified;1;1;0;
B238;HIV disease resulting in other specified conditions;1;1;0;
B24;Unspecified human immunodeficiency virus [HIV] disease;1;1;0;
B25;Cytomegaloviral disease;0;0;0;
B250;Cytomegaloviral pneumonitis;1;1;0;
B251;Cytomegaloviral hepatitis;1;1;0;
B252;Cytomegaloviral pancreatitis;1;1;0;
B258;Other cytomegaloviral diseases;1;1;0;
B259;Cytomegaloviral disease, unspecified;1;1;0;
B26;Mumps;0;0;0;
B260;Mumps orchitis;1;1;0;
B261;Mumps meningitis;1;1;0;
B262;Mumps encephalitis;1;1;0;
B263;Mumps pancreatitis;1;1;0;
B268;Mumps with other complications;1;1;0;
B269;Mumps without complication;1;1;0;
B27;Infectious mononucleosis;0;0;0;
B270;Gammaherpesviral mononucleosis;1;1;0;
B271;Cytomegaloviral mononucleosis;1;1;0;
B278;Other infectious mononucleosis;1;1;0;
B279;Infectious mononucleosis, unspecified;1;1;0;
B30;Viral conjunctivitis;0;0;0;
B300;Keratoconjunctivitis due to adenovirus;1;1;0;
B301;Conjunctivitis due to adenovirus;1;1;0;
B302;Viral pharyngoconjunctivitis;1;1;0;
B303;Acute epidemic haemorrhagic conjunctivitis (enteroviral);1;1;0;
B308;Other viral conjunctivitis;1;1;0;
B309;Viral conjunctivitis, unspecified;1;1;0;
B33;Other viral diseases, not elsewhere classified;0;0;0;
B330;Epidemic myalgia;1;1;0;
B331;Ross River disease;1;1;0;
B332;Viral carditis;1;1;0;
B333;Retrovirus infections, not elsewhere classified;1;1;0;
B334;Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS];1;1;0;
B338;Other specified viral diseases;1;1;0;
B34;Viral infection of unspecified site;0;0;0;
B340;Adenovirus infection, unspecified site;1;1;0;
B341;Enterovirus infection, unspecified site;1;1;0;
B342;Coronavirus infection, unspecified site;1;1;0;
B343;Parvovirus infection, unspecified site;1;1;0;
B344;Papovavirus infection, unspecified site;1;1;0;
B348;Other viral infections of unspecified site;1;1;0;
B349;Viral infection, unspecified;1;1;0;
B35;Dermatophytosis;0;0;0;
B350;Tinea barbae and tinea capitis;1;1;0;
B351;Tinea unguium;1;1;0;
B352;Tinea manuum;1;1;0;
B353;Tinea pedis;1;1;0;
B354;Tinea corporis;1;1;0;
B355;Tinea imbricata;1;1;0;
B356;Tinea cruris;1;1;0;
B358;Other dermatophytoses;1;1;0;
B359;Dermatophytosis, unspecified;1;1;0;
B36;Other superficial mycoses;0;0;0;
B360;Pityriasis versicolor;1;1;0;
B361;Tinea nigra;1;1;0;
B362;White piedra;1;1;0;
B363;Black piedra;1;1;0;
B368;Other specified superficial mycoses;1;1;0;
B369;Superficial mycosis, unspecified;1;1;0;
B37;Candidiasis;0;0;0;
B370;Candidal stomatitis;1;1;0;
B371;Pulmonary candidiasis;1;1;0;
B372;Candidiasis of skin and nail;1;1;0;
B373;Candidiasis of vulva and vagina;1;1;0;
B374;Candidiasis of other urogenital sites;1;1;0;
B375;Candidal meningitis;1;1;0;
B376;Candidal endocarditis;1;1;0;
B377;Candidal sepsis;1;1;0;
B378;Candidiasis of other sites;1;1;0;
B379;Candidiasis, unspecified;1;1;0;
B38;Coccidioidomycosis;0;0;0;
B380;Acute pulmonary coccidioidomycosis;1;1;0;
B381;Chronic pulmonary coccidioidomycosis;1;1;0;
B382;Pulmonary coccidioidomycosis, unspecified;1;1;0;
B383;Cutaneous coccidioidomycosis;1;1;0;
B384;Coccidioidomycosis meningitis;1;1;0;
B387;Disseminated coccidioidomycosis;1;1;0;
B388;Other forms of coccidioidomycosis;1;1;0;
B389;Coccidioidomycosis, unspecified;1;1;0;
B39;Histoplasmosis;0;0;0;
B390;Acute pulmonary histoplasmosis capsulati;1;1;0;
B391;Chronic pulmonary histoplasmosis capsulati;1;1;0;
B392;Pulmonary histoplasmosis capsulati, unspecified;1;1;0;
B393;Disseminated histoplasmosis capsulati;1;1;0;
B394;Histoplasmosis capsulati, unspecified;1;1;0;
B395;Histoplasmosis duboisii;1;1;0;
B399;Histoplasmosis, unspecified;1;1;0;
B40;Blastomycosis;0;0;0;
B400;Acute pulmonary blastomycosis;1;1;0;
B401;Chronic pulmonary blastomycosis;1;1;0;
B402;Pulmonary blastomycosis, unspecified;1;1;0;
B403;Cutaneous blastomycosis;1;1;0;
B407;Disseminated blastomycosis;1;1;0;
B408;Other forms of blastomycosis;1;1;0;
B409;Blastomycosis, unspecified;1;1;0;
B41;Paracoccidioidomycosis;0;0;0;
B410;Pulmonary paracoccidioidomycosis;1;1;0;
B417;Disseminated paracoccidioidomycosis;1;1;0;
B418;Other forms of paracoccidioidomycosis;1;1;0;
B419;Paracoccidioidomycosis, unspecified;1;1;0;
B42;Sporotrichosis;0;0;0;
B420;Pulmonary sporotrichosis;1;1;0;
B421;Lymphocutaneous sporotrichosis;1;1;0;
B427;Disseminated sporotrichosis;1;1;0;
B428;Other forms of sporotrichosis;1;1;0;
B429;Sporotrichosis, unspecified;1;1;0;
B43;Chromomycosis and phaeomycotic abscess;0;0;0;
B430;Cutaneous chromomycosis;1;1;0;
B431;Phaeomycotic brain abscess;1;1;0;
B432;Subcutaneous phaeomycotic abscess and cyst;1;1;0;
B438;Other forms of chromomycosis;1;1;0;
B439;Chromomycosis, unspecified;1;1;0;
B44;Aspergillosis;0;0;0;
B440;Invasive pulmonary aspergillosis;1;1;0;
B441;Other pulmonary aspergillosis;1;1;0;
B442;Tonsillar aspergillosis;1;1;0;
B447;Disseminated aspergillosis;1;1;0;
B448;Other forms of aspergillosis;1;1;0;
B449;Aspergillosis, unspecified;1;1;0;
B45;Cryptococcosis;0;0;0;
B450;Pulmonary cryptococcosis;1;1;0;
B451;Cerebral cryptococcosis;1;1;0;
B452;Cutaneous cryptococcosis;1;1;0;
B453;Osseous cryptococcosis;1;1;0;
B457;Disseminated cryptococcosis;1;1;0;
B458;Other forms of cryptococcosis;1;1;0;
B459;Cryptococcosis, unspecified;1;1;0;
B46;Zygomycosis;0;0;0;
B460;Pulmonary mucormycosis;1;1;0;
B461;Rhinocerebral mucormycosis;1;1;0;
B462;Gastrointestinal mucormycosis;1;1;0;
B463;Cutaneous mucormycosis;1;1;0;
B464;Disseminated mucormycosis;1;1;0;
B465;Mucormycosis, unspecified;1;1;0;
B468;Other zygomycoses;1;1;0;
B469;Zygomycosis, unspecified;1;1;0;
B47;Mycetoma;0;0;0;
B470;Eumycetoma;1;1;0;
B471;Actinomycetoma;1;1;0;
B479;Mycetoma, unspecified;1;1;0;
B48;Other mycoses, not elsewhere classified;0;0;0;
B480;Lobomycosis;1;1;0;
B481;Rhinosporidiosis;1;1;0;
B482;Allescheriasis;1;1;0;
B483;Geotrichosis;1;1;0;
B484;Penicillosis;1;1;0;
B485;Pneumocystosis;1;1;0;
B487;Opportunistic mycoses;1;1;0;
B488;Other specified mycoses;1;1;0;
B49;Unspecified mycosis;1;1;0;
B50;Plasmodium falciparum malaria;0;0;0;
B500;Plasmodium falciparum malaria with cerebral complications;1;1;0;
B508;Other severe and complicated Plasmodium falciparum malaria;1;1;0;
B509;Plasmodium falciparum malaria, unspecified;1;1;0;
B51;Plasmodium vivax malaria;0;0;0;
B510;Plasmodium vivax malaria with rupture of spleen;1;1;0;
B518;Plasmodium vivax malaria with other complications;1;1;0;
B519;Plasmodium vivax malaria without complication;1;1;0;
B52;Plasmodium malariae malaria;0;0;0;
B520;Plasmodium malariae malaria with nephropathy;1;1;0;
B528;Plasmodium malariae malaria with other complications;1;1;0;
B529;Plasmodium malariae malaria without complication;1;1;0;
B53;Other parasitologically confirmed malaria;0;0;0;
B530;Plasmodium ovale malaria;1;1;0;
B531;Malaria due to simian plasmodia;1;1;0;
B538;Other parasitologically confirmed malaria, not elsewhere classified;1;1;0;
B54;Unspecified malaria;1;1;0;
B55;Leishmaniasis;0;0;0;
B550;Visceral leishmaniasis;1;1;0;
B551;Cutaneous leishmaniasis;1;1;0;
B552;Mucocutaneous leishmaniasis;1;1;0;
B559;Leishmaniasis, unspecified;1;1;0;
B56;African trypanosomiasis;0;0;0;
B560;Gambiense trypanosomiasis;1;1;0;
B561;Rhodesiense trypanosomiasis;1;1;0;
B569;African trypanosomiasis, unspecified;1;1;0;
B57;Chagas disease;0;0;0;
B570;Acute Chagas disease with heart involvement;1;1;0;
B571;Acute Chagas disease without heart involvement;1;1;0;
B572;Chagas disease (chronic) with heart involvement;1;1;0;
B573;Chagas disease (chronic) with digestive system involvement;1;1;0;
B574;Chagas disease (chronic) with nervous system involvement;1;1;0;
B575;Chagas disease (chronic) with other organ involvement;1;1;0;
B58;Toxoplasmosis;0;0;0;
B580;Toxoplasma oculopathy;1;1;0;
B581;Toxoplasma hepatitis;1;1;0;
B582;Toxoplasma meningoencephalitis;1;1;0;
B583;Pulmonary toxoplasmosis;1;1;0;
B588;Toxoplasmosis with other organ involvement;1;1;0;
B589;Toxoplasmosis, unspecified;1;1;0;
B60;Other protozoal diseases, not elsewhere classified;0;0;0;
B600;Babesiosis;1;1;0;
B601;Acanthamoebiasis;1;1;0;
B602;Naegleriasis;1;1;0;
B608;Other specified protozoal diseases;1;1;0;
B64;Unspecified protozoal disease;1;1;0;
B65;Schistosomiasis [bilharziasis];0;0;0;
B650;Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis];1;1;0;
B651;Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis];1;1;0;
B652;Schistosomiasis due to Schistosoma japonicum;1;1;0;
B653;Cercarial dermatitis;1;1;0;
B658;Other schistosomiases;1;1;0;
B659;Schistosomiasis, unspecified;1;1;0;
B66;Other fluke infections;0;0;0;
B660;Opisthorchiasis;1;1;0;
B661;Clonorchiasis;1;1;0;
B662;Dicrocoeliasis;1;1;0;
B663;Fascioliasis;1;1;0;
B664;Paragonimiasis;1;1;0;
B665;Fasciolopsiasis;1;1;0;
B668;Other specified fluke infections;1;1;0;
B669;Fluke infection, unspecified;1;1;0;
B67;Echinococcosis;0;0;0;
B670;Echinococcus granulosus infection of liver;1;1;0;
B671;Echinococcus granulosus infection of lung;1;1;0;
B672;Echinococcus granulosus infection of bone;1;1;0;
B673;Echinococcus granulosus infection, other and multiple sites;1;1;0;
B674;Echinococcus granulosus infection, unspecified;1;1;0;
B675;Echinococcus multilocularis infection of liver;1;1;0;
B676;Echinococcus multilocularis infection, other and multiple sites;1;1;0;
B677;Echinococcus multilocularis infection, unspecified;1;1;0;
B678;Echinococcosis, unspecified, of liver;1;1;0;
B679;Echinococcosis, other and unspecified;1;1;0;
B68;Taeniasis;0;0;0;
B680;Taenia solium taeniasis;1;1;0;
B681;Taenia saginata taeniasis;1;1;0;
B689;Taeniasis, unspecified;1;1;0;
B69;Cysticercosis;0;0;0;
B690;Cysticercosis of central nervous system;1;1;0;
B691;Cysticercosis of eye;1;1;0;
B698;Cysticercosis of other sites;1;1;0;
B699;Cysticercosis, unspecified;1;1;0;
B70;Diphyllobothriasis and sparganosis;0;0;0;
B700;Diphyllobothriasis;1;1;0;
B701;Sparganosis;1;1;0;
B71;Other cestode infections;0;0;0;
B710;Hymenolepiasis;1;1;0;
B711;Dipylidiasis;1;1;0;
B718;Other specified cestode infections;1;1;0;
B719;Cestode infection, unspecified;1;1;0;
B72;Dracunculiasis;1;1;0;
B73;Onchocerciasis;1;1;0;
B74;Filariasis;0;0;0;
B740;Filariasis due to Wuchereria bancrofti;1;1;0;
B741;Filariasis due to Brugia malayi;1;1;0;
B742;Filariasis due to Brugia timori;1;1;0;
B743;Loiasis;1;1;0;
B744;Mansonelliasis;1;1;0;
B748;Other filariases;1;1;0;
B749;Filariasis, unspecified;1;1;0;
B75;Trichinellosis;1;1;0;
B76;Hookworm diseases;0;0;0;
B760;Ancylostomiasis;1;1;0;
B761;Necatoriasis;1;1;0;
B768;Other hookworm diseases;1;1;0;
B769;Hookworm disease, unspecified;1;1;0;
B77;Ascariasis;0;0;0;
B770;Ascariasis with intestinal complications;1;1;0;
B778;Ascariasis with other complications;1;1;0;
B779;Ascariasis, unspecified;1;1;0;
B78;Strongyloidiasis;0;0;0;
B780;Intestinal strongyloidiasis;1;1;0;
B781;Cutaneous strongyloidiasis;1;1;0;
B787;Disseminated strongyloidiasis;1;1;0;
B789;Strongyloidiasis, unspecified;1;1;0;
B79;Trichuriasis;1;1;0;
B80;Enterobiasis;1;1;0;
B81;Other intestinal helminthiases, not elsewhere classified;0;0;0;
B810;Anisakiasis;1;1;0;
B811;Intestinal capillariasis;1;1;0;
B812;Trichostrongyliasis;1;1;0;
B813;Intestinal angiostrongyliasis;1;1;0;
B814;Mixed intestinal helminthiases;1;1;0;
B818;Other specified intestinal helminthiases;1;1;0;
B82;Unspecified intestinal parasitism;0;0;0;
B820;Intestinal helminthiasis, unspecified;1;1;0;
B829;Intestinal parasitism, unspecified;1;1;0;
B83;Other helminthiases;0;0;0;
B830;Visceral larva migrans;1;1;0;
B831;Gnathostomiasis;1;1;0;
B832;Angiostrongyliasis due to Parastrongylus cantonensis;1;1;0;
B833;Syngamiasis;1;1;0;
B834;Internal hirudiniasis;1;1;0;
B838;Other specified helminthiases;1;1;0;
B839;Helminthiasis, unspecified;1;1;0;
B85;Pediculosis and phthiriasis;0;0;0;
B850;Pediculosis due to Pediculus humanus capitis;1;1;0;
B851;Pediculosis due to Pediculus humanus corporis;1;1;0;
B852;Pediculosis, unspecified;1;1;0;
B853;Phthiriasis;1;1;0;
B854;Mixed pediculosis and phthiriasis;1;1;0;
B86;Scabies;1;1;0;
B87;Myiasis;0;0;0;
B870;Cutaneous myiasis;1;1;0;
B871;Wound myiasis;1;1;0;
B872;Ocular myiasis;1;1;0;
B873;Nasopharyngeal myiasis;1;1;0;
B874;Aural myiasis;1;1;0;
B878;Myiasis of other sites;1;1;0;
B879;Myiasis, unspecified;1;1;0;
B88;Other infestations;0;0;0;
B880;Other acariasis;1;1;0;
B881;Tungiasis [sandflea infestation];1;1;0;
B882;Other arthropod infestations;1;1;0;
B883;External hirudiniasis;1;1;0;
B888;Other specified infestations;1;1;0;
B889;Infestation, unspecified;1;1;0;
B89;Unspecified parasitic disease;1;1;0;
B90;Sequelae of tuberculosis;0;0;0;
B900;Sequelae of central nervous system tuberculosis;1;1;0;
B901;Sequelae of genitourinary tuberculosis;1;1;0;
B902;Sequelae of tuberculosis of bones and joints;1;1;0;
B908;Sequelae of tuberculosis of other organs;1;1;0;
B909;Sequelae of respiratory and unspecified tuberculosis;1;1;0;
B91;Sequelae of poliomyelitis;1;1;0;
B92;Sequelae of leprosy;1;1;0;
B94;Sequelae of other and unspecified infectious and parasitic diseases;0;0;0;
B940;Sequelae of trachoma;1;1;0;
B941;Sequelae of viral encephalitis;1;1;0;
B942;Sequelae of viral hepatitis;1;1;0;
B948;Sequelae of other specified infectious and parasitic diseases;1;1;0;
B949;Sequelae of unspecified infectious or parasitic disease;1;1;0;
B95;Streptococcus and staphylococcus as the cause of diseases classified to other chapters;0;0;0;
B950;Streptococcus, group A, as the cause of diseases classified to other chapters;1;0;0;
B951;Streptococcus, group B, as the cause of diseases classified to other chapters;1;0;0;
B952;Streptococcus group D and enterococcus as the cause of diseases classified to other chapters;1;0;0;
B953;Streptococcus pneumoniae as the cause of diseases classified to other chapters;1;0;0;
B954;Other streptococcus as the cause of diseases classified to other chapters;1;0;0;
B955;Unspecified streptococcus as the cause of diseases classified to other chapters;1;0;0;
B956;Staphylococcus aureus as the cause of diseases classified to other chapters;1;0;0;
B957;Other staphylococcus as the cause of diseases classified to other chapters;1;0;0;
B958;Unspecified staphylococcus as the cause of diseases classified to other chapters;1;0;0;
B96;Other specified bacterial agents as the cause of diseases classified to other chapters;0;0;0;
B960;Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters;1;0;0;
B961;Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters;1;0;0;
B962;Escherichia coli [E. coli] as the cause of diseases classified to other chapters;1;0;0;
B963;Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters;1;0;0;
B964;Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters;1;0;0;
B965;Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters;1;0;0;
B966;Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters;1;0;0;
B967;Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters;1;0;0;
B968;Other specified bacterial agents as the cause of diseases classified to other chapters;1;0;0;
B97;Viral agents as the cause of diseases classified to other chapters;0;0;0;
B970;Adenovirus as the cause of diseases classified to other chapters;1;0;0;
B971;Enterovirus as the cause of diseases classified to other chapters;1;0;0;
B972;Coronavirus as the cause of diseases classified to other chapters;1;0;0;
B973;Retrovirus as the cause of diseases classified to other chapters;1;0;0;
B974;Respiratory syncytial virus as the cause of diseases classified to other chapters;1;0;0;
B975;Reovirus as the cause of diseases classified to other chapters;1;0;0;
B976;Parvovirus as the cause of diseases classified to other chapters;1;0;0;
B977;Papillomavirus as the cause of diseases classified to other chapters;1;0;0;
B978;Other viral agents as the cause of diseases classified to other chapters;1;0;0;
B98;Other specified infectious agents as the cause of diseases classified to other chapters;0;0;0;
B980;Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters;1;0;0;
B981;Vibrio vulnificus as the cause of diseases classified to other chapters;1;0;0;
B99;Other and unspecified infectious diseases;1;1;0;
C00;Malignant neoplasm of lip;0;0;0;
C000;Malignant neoplasm: External upper lip;1;1;0;
C001;Malignant neoplasm: External lower lip;1;1;0;
C002;Malignant neoplasm: External lip, unspecified;1;1;0;
C003;Malignant neoplasm: Upper lip, inner aspect;1;1;0;
C004;Malignant neoplasm: Lower lip, inner aspect;1;1;0;
C005;Malignant neoplasm: Lip, unspecified, inner aspect;1;1;0;
C006;Malignant neoplasm: Commissure of lip;1;1;0;
C008;Malignant neoplasm: Overlapping lesion of lip;1;1;0;
C009;Malignant neoplasm: Lip, unspecified;1;1;0;
C01;Malignant neoplasm of base of tongue;1;1;0;
C02;Malignant neoplasm of other and unspecified parts of tongue;0;0;0;
C020;Malignant neoplasm: Dorsal surface of tongue;1;1;0;
C021;Malignant neoplasm: Border of tongue;1;1;0;
C022;Malignant neoplasm: Ventral surface of tongue;1;1;0;
C023;Malignant neoplasm: Anterior two-thirds of tongue, part unspecified;1;1;0;
C024;Malignant neoplasm: Lingual tonsil;1;1;0;
C028;Malignant neoplasm: Overlapping lesion of tongue;1;1;0;
C029;Malignant neoplasm: Tongue, unspecified;1;1;0;
C03;Malignant neoplasm of gum;0;0;0;
C030;Malignant neoplasm: Upper gum;1;1;0;
C031;Malignant neoplasm: Lower gum;1;1;0;
C039;Malignant neoplasm: Gum, unspecified;1;1;0;
C04;Malignant neoplasm of floor of mouth;0;0;0;
